,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
869,0.4098945178329282,0.6514792433257054,0.7197863525655132,0.44258640359745943,0.7862525689121537,2,2,2,-0.016940751071607453,0,-0.26038381805505517,1.2374739397940255,0.8253112060888401,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,1,0.5872521588198041,0,0.31172464418307205,0.47264821484979497,0.4928772434652917,0.6543491595929818,236000
870,-0.4140106134094937,-0.7951514718918303,-0.3069567000713515,-1.1079262520768878,-0.5728345802734872,3,1,3,-0.3726543552081771,2,-0.6951041862444434,-0.7951632272572445,-1.18306345520833,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-0.6687863931083308,2,-1.02685765142659,-0.7719033159021009,-0.7521758378613592,-0.704483250333654,109500
871,-0.0020580477882827593,-0.07183611428306244,0.8853900707327494,0.6364004855567529,0.06803578275714024,3,2,2,-0.5778737422100442,0,-0.9279900977744726,1.216849661887079,0.3170306046041535,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,0.7898390220340193,1,0.31172464418307205,0.23403119203646153,-0.7521758378613592,0.4580733670480233,200500
872,0.16272297846020162,-0.7951514718918303,-0.6050433927723767,0.5394934445771061,-0.5728345802734872,2,4,3,-2.1717443145912116,2,-0.6537022464168826,-0.7951632272572445,-1.1526046925725435,-1.0260408358133,2,-0.934129784145668,-0.9512264882332893,5,1,-1.0334427468939182,2,0.31172464418307205,-0.27595420966262363,0.812121623292638,-0.704483250333654,116000
873,-0.4140106134094937,-0.7951514718918303,-0.7375263673061657,-1.689368497954768,-0.5728345802734872,2,1,3,-0.5140277106983522,2,-0.32766197027484145,-0.7951632272572445,-0.47108987859682133,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,2,1,-1.1955122374652905,2,-1.02685765142659,-0.8654786189661533,-0.7521758378613592,-0.2817353894675895,133000
874,-0.7435726659064624,-0.7951514718918303,-1.0024923163737438,-1.689368497954768,-0.5728345802734872,3,1,3,-0.8697413148349218,0,-1.2592056163949588,0.2475086002605997,-0.7318930336657429,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-1.5196512186080349,2,-1.02685765142659,-1.2772099524479834,-0.5446669909735841,-0.704483250333654,66500
875,0.2039182350223227,1.3747946009344731,1.1834767634337746,1.072482169965163,-0.5728345802734872,2,2,2,0.2886081140200613,0,0.05530597313009569,2.4726390277767023,2.0836388374797683,0.7897405221108432,0,2.7585493264662686,0.6004949339126351,2,3,1.1544953758196068,0,0.31172464418307205,0.3603578511729322,0.907894937240842,4.791238940925184,303477
876,0.9866281097026235,-1.518466829500598,-0.27383595643790426,-1.0594727315870645,-0.5728345802734872,3,2,3,0.014982264684238538,2,-0.3173114853179513,-0.7951632272572445,-0.9051272461567784,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.6282690204654877,2,0.31172464418307205,0.8188768361867885,-0.7521758378613592,-0.704483250333654,132250
878,0.739456570329897,-0.7951514718918303,-0.34007744370479875,0.4910399240872828,-0.5728345802734872,3,1,3,0.11759195818517208,4,-0.019735042807358206,-0.7951632272572445,-0.6862048897120632,-1.0260408358133,2,-0.31868326571034533,-0.9512264882332893,5,5,0.3441479229627457,2,0.31172464418307205,0.4820057451562002,0.7801971853099035,-0.704483250333654,148000
879,-0.4140106134094937,-0.7951514718918303,0.22297519806380448,0.9755751289855163,-0.07560757447386246,2,1,3,-0.4410608175421328,0,-0.7727328234211197,-0.7951632272572445,-1.2401736351504296,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.020508430822841813,2,-1.02685765142659,-0.6408978916124277,-0.7521758378613592,-0.704483250333654,136500
880,-0.4140106134094937,-0.7951514718918303,1.1172352761668802,1.0240286494753397,-0.5728345802734872,3,2,0,0.07426786537366681,2,-0.18793042335682383,-0.7951632272572445,-0.8099436129199458,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,1.0734606305339207,0,0.31172464418307205,-0.10751866414732945,-0.7521758378613592,0.035325506181958836,157000
881,-1.0731347184034312,0.6514792433257054,0.6204241216651715,0.2972258421279894,0.07356052726602495,2,1,2,0.22476208250836932,0,0.06306883684776333,0.4193775828184861,0.3836591478699364,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,4,1,0.46570004089127487,1,0.31172464418307205,-0.3414569218074603,0.5886505574134956,-0.16095028636299968,187500
882,-0.4140106134094937,-0.07183611428306244,0.686665608932066,0.3941328831076361,-0.5728345802734872,3,2,2,-0.5687528805655168,2,-0.9176396128175824,1.0037321235152998,0.14760373744259125,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,3,0.5872521588198041,1,0.31172464418307205,-0.39292333849268907,1.9773636096624525,-0.10055773481070475,178000
883,-0.4140106134094937,-1.518466829500598,-1.9629938817437138,-1.689368497954768,-0.5728345802734872,2,2,3,-0.5983956809102309,4,-0.5398469118910905,1.0266479878563515,1.36024322487984,-1.0260408358133,3,2.1431028080309455,-0.9512264882332893,5,5,0.7493216493911763,2,-1.02685765142659,-0.15430631567935563,-0.7521758378613592,2.1339666726242075,118500
884,-0.20803433059888823,-0.7951514718918303,-0.14135298190411524,-0.8656586496277711,-0.24134990974040402,3,1,3,-0.3772147860304408,4,-0.7002794287228884,-0.7951632272572445,-1.1868708005378032,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,-0.46619952989411545,1,-1.02685765142659,-0.8654786189661533,-0.7521758378613592,-0.704483250333654,100000
885,-0.8259631790307046,2.0981099585432412,0.9185108143661966,0.7333075265363995,-0.24134990974040402,2,2,0,1.4606388353418356,0,1.4138071237219336,-0.7951632272572445,0.3684297665520431,0.7897405221108432,2,-0.934129784145668,0.6004949339126351,4,1,0.8303563946768624,0,0.31172464418307205,0.15449218443201704,0.021991783219955773,0.2768957123911385,328900
886,-0.0020580477882827593,-0.7951514718918303,-0.40631893097169325,0.9755751289855163,0.10118424981044855,3,1,3,1.296463325740342,0,1.4215699874396013,-0.7951632272572445,0.3741407845462531,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,1,1.0734606305339207,0,0.31172464418307205,0.5381509269946316,1.4186859449645963,0.1108161956223275,145000
887,-0.4552058699716148,-0.7951514718918303,-0.5388019055054822,-1.4471008955056512,-0.5728345802734872,3,2,3,-0.5505111572764618,4,-0.7520318535073394,0.39875330491153976,-0.23313079550473956,-1.0260408358133,3,0.9122097711603002,-0.9512264882332893,5,1,-0.9524080016082321,2,-1.02685765142659,-0.8093334371277219,0.2135384111163636,-0.704483250333654,135500
888,1.0278233662647447,1.3747946009344731,-0.04199075100377351,-0.720298088158301,-0.5728345802734872,2,2,3,2.644070633719269,0,2.728318713246988,-0.7951632272572445,1.3354954802382635,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,1,-0.3446474119655863,2,0.31172464418307205,0.692550177050318,-0.10570596871098278,2.4208312924976085,268000
889,2.3872668328147406,-0.07183611428306244,-0.6050433927723767,-1.544007936485298,-0.07560757447386246,3,1,3,1.0205572609933873,0,0.8859323909205337,-0.7951632272572445,-0.019919457054234292,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,4,1,-1.0334427468939182,1,0.31172464418307205,0.14981341927881442,-0.7521758378613592,-0.704483250333654,149500
890,-0.4140106134094937,-0.7951514718918303,-0.7375263673061657,1.0240286494753397,-0.5728345802734872,3,1,3,-0.8788621764794492,0,-1.269556101351849,-0.21768344586274618,-1.1259532752662302,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,3,5,0.9924258852482346,2,0.31172464418307205,0.4820057451562002,-0.7521758378613592,-0.704483250333654,122900
891,-0.0020580477882827593,-0.07183611428306244,0.22297519806380448,-0.3326699242397142,-0.06455808545609303,3,1,3,-0.3179291853410125,2,-0.6330012765031021,0.9579003948331969,0.3189342772688901,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,1,-0.020508430822841813,1,0.31172464418307205,-0.15430631567935563,1.1872337695897701,-0.704483250333654,172500
892,-0.0020580477882827593,-0.07183611428306244,-0.27383595643790426,0.8786680880058696,-0.5728345802734872,3,1,3,0.003581187628579256,4,-0.24485809061971991,-0.7951632272572445,-0.8518244115441521,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.6282690204654877,1,-1.02685765142659,-0.977768982643016,0.7801971853099035,-0.704483250333654,154500
893,-0.4140106134094937,-0.7951514718918303,-0.5719226491389294,-1.4955544159954748,-0.5728345802734872,3,2,2,0.7423709808353007,4,0.5702425997353828,-0.7951632272572445,-0.2521675221521061,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,2,1,-0.9929253742510752,2,-1.02685765142659,-0.5566801188547806,3.326171114432991,1.0469007446828988,165000
894,-0.24922958716100932,-0.7951514718918303,0.25609594169725175,-0.2842164037498908,-0.5728345802734872,3,3,4,-2.411166932760057,4,0.9635610280972101,-0.7951632272572445,0.037190722887865325,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,1,0.020008941820001243,2,0.31172464418307205,-0.3414569218074603,-0.7521758378613592,-0.704483250333654,118858
895,0.03913720877383833,-0.07183611428306244,-0.27383595643790426,-1.0594727315870645,1.7199343909136713,3,1,3,-0.6325989120772086,4,-0.4648058959536365,1.0678965436702441,0.534049288384132,-1.0260408358133,3,0.9122097711603002,0.6004949339126351,4,1,-0.6282690204654877,1,0.31172464418307205,0.04688058590835688,-0.7521758378613592,0.050423644070032574,140000
896,-0.8259631790307046,-1.518466829500598,-1.1680960345409799,-1.689368497954768,-0.5728345802734872,3,0,3,-0.24268207677366124,0,-0.547609775608758,-0.7951632272572445,-1.0745541133183407,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-1.7222380818222502,2,-1.02685765142659,-0.6830067779912512,-0.7521758378613592,-0.2817353894675895,106500
897,-0.24922958716100932,-0.7951514718918303,0.25609594169725175,-0.2842164037498908,-0.5728345802734872,3,3,4,-2.411166932760057,4,-0.1103017861801474,1.7714135789405259,1.3792799515272065,0.7897405221108432,3,3.373995844901591,-0.9512264882332893,5,5,0.020008941820001243,2,0.31172464418307205,0.2574250178024746,0.47691502447392436,-0.704483250333654,142953
899,-0.20803433059888823,-0.7951514718918303,-0.34007744370479875,0.44258640359745943,-0.5728345802734872,3,1,3,-0.3316104778078036,4,0.1898622775696682,-0.7951632272572445,-0.5320074038683943,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,4,1,-0.7093037657511738,2,-1.02685765142659,-0.8654786189661533,-0.7521758378613592,-0.704483250333654,135000
900,-0.4140106134094937,-1.518466829500598,-0.008870007370326258,-0.6718445676684777,-0.5728345802734872,3,1,3,-0.4547421100089239,4,-0.788258550856455,-0.7951632272572445,-1.2515956711388494,-1.0260408358133,3,-1.5495763025809908,-0.9512264882332893,5,5,0.020008941820001243,2,-1.02685765142659,0.9873123817020827,-0.7521758378613592,-0.704483250333654,110000
901,-0.24922958716100932,-0.7951514718918303,-0.47256041823858774,0.7333075265363995,-0.5728345802734872,3,1,3,-0.14919324491725514,4,0.3709957643152466,-0.7951632272572445,-0.3987503173368285,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-0.4256821572512724,2,-1.02685765142659,1.3241834727326711,-0.7521758378613592,-0.704483250333654,153000
902,-0.29042484372313043,0.6514792433257054,1.0509937888999856,0.8786680880058696,-0.5728345802734872,2,2,2,-0.6257582658438131,0,-0.9202272340568051,0.8135304494845723,-0.012304766395287678,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,2,1,0.9924258852482346,0,0.31172464418307205,-0.3742082778798786,-0.7521758378613592,0.42787709127187584,180000
903,-0.8259631790307046,0.6514792433257054,1.1503560198003273,1.0240286494753397,-0.42366647853359973,2,2,2,1.3967928038301436,0,1.312889895392254,-0.7951632272572445,0.29418653262731365,0.7897405221108432,2,0.29676325272497744,0.6004949339126351,2,1,1.1139780031767639,1,1.6503069397927341,1.0153849726212985,0.3971039295170878,0.2014050229507699,240000
904,-0.4140106134094937,-0.7951514718918303,-0.14135298190411524,-0.8656586496277711,-0.15847874210713325,3,1,3,-0.4136982326085505,4,-0.6744032163306629,-0.7951632272572445,-1.1678340738904367,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.46619952989411545,2,-1.02685765142659,-0.8654786189661533,-0.7521758378613592,-0.704483250333654,125500
905,0.4098945178329282,-0.7951514718918303,-0.5719226491389294,-1.4955544159954748,0.034887315703831925,3,1,3,-0.003259458604816313,4,-0.25779619681583266,-0.7951632272572445,-0.8613427748678354,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.9929253742510752,1,-1.02685765142659,-0.9029087401917743,-0.7521758378613592,-0.704483250333654,128000
906,1.8929237540692876,1.3747946009344731,1.1503560198003273,1.0240286494753397,0.5763122775745344,2,2,2,1.2896226795069463,0,1.2249107732586875,-0.7951632272572445,0.2294616620262674,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,2,1,1.1139780031767639,1,1.6503069397927341,1.8341688744317564,-0.7521758378613592,0.2014050229507699,255000
907,0.6570660572056548,0.6514792433257054,-1.1680960345409799,0.10341176016869598,-0.5728345802734872,2,1,2,-0.09218785963895872,2,-0.36906391010240225,1.5812119049097983,1.0309078538803989,-1.0260408358133,2,-0.31868326571034533,0.6004949339126351,2,1,-1.7222380818222502,0,-1.02685765142659,-1.370785255512036,-0.7521758378613592,-0.704483250333654,250000
908,-0.4140106134094937,-0.7951514718918303,0.38857891623104074,-0.09040232179059743,-0.5728345802734872,3,1,2,-0.4410608175421328,4,-0.6744032163306629,-0.7951632272572445,-1.1678340738904367,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,1,0.18207843239137347,2,0.31172464418307205,0.05155935106155949,0.556726119430761,-0.704483250333654,131000
909,3.2523672206192837,-0.07183611428306244,1.1172352761668802,0.9755751289855163,-0.5728345802734872,2,2,2,-0.7192470977002192,0,-1.0884226146062705,0.9051939068487783,-0.05989658301370403,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,2,1,1.0734606305339207,0,0.31172464418307205,-0.3882445733394864,-0.4648558960167475,-0.3421279410198845,174000
910,0.4098945178329282,-0.7951514718918303,-0.373198187338246,-1.2048332930565346,1.4215981874338965,3,1,3,0.10847109654064466,4,-0.1491161047684856,1.8837013142116783,1.4440048221282527,0.7897405221108432,3,3.373995844901591,-0.9512264882332893,5,5,-0.7498211383940169,2,0.31172464418307205,0.03284429044874903,-0.7521758378613592,-0.704483250333654,154300
911,-0.4140106134094937,-0.7951514718918303,0.18985445443035723,0.2003188011483427,-0.5728345802734872,3,1,2,0.48014620855513723,4,0.27266615722478976,-0.7951632272572445,-0.47108987859682133,-1.0260408358133,2,-0.934129784145668,-0.9512264882332893,5,5,-0.020508430822841813,2,-1.02685765142659,-1.0339141644814476,0.6285561048919139,-0.704483250333654,143500
912,-0.7847679224685835,-0.7951514718918303,-1.5324242145088998,-1.689368497954768,-0.5728345802734872,3,0,3,-0.659961497010791,4,-0.382002016298515,-0.7951632272572445,-0.9527190627751948,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,5,-2.1679291808935237,2,-1.02685765142659,-0.10751866414732945,-0.7521758378613592,-0.704483250333654,88000
913,0.49228503095717036,-0.7951514718918303,-0.7375263673061657,-1.689368497954768,-0.5728345802734872,3,1,3,-0.1286713062170684,4,-0.41822871364763065,1.4987147932820128,0.9262058573198828,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,0,-1.1955122374652905,2,1.6503069397927341,1.862241465350972,-0.7521758378613592,-0.704483250333654,145000
914,-1.6498683102731266,-0.07183611428306244,1.2497182507006692,1.1693892109448099,-0.15295399759824851,2,2,2,-1.0156751011473606,0,-1.424813375705202,0.6072876704151086,-0.5548514758452341,0.7897405221108432,2,-1.5495763025809908,-0.9512264882332893,5,5,1.235530121105293,1,0.31172464418307205,0.2574250178024746,-0.7521758378613592,2.828481015475599,173733
915,-2.0206256193322165,-1.518466829500598,-0.04199075100377351,-0.720298088158301,-0.13085501956270965,3,1,3,-1.1661693182820632,1,-1.5955963774938902,0.45604296576416853,-0.8061362675904724,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.3446474119655863,2,-1.02685765142659,-0.8748361492725585,-0.7521758378613592,-0.704483250333654,75000
916,-0.8259631790307046,-2.965097544718134,-0.7375263673061657,-1.689368497954768,-0.5728345802734872,3,1,3,-1.3166635354167657,4,-1.7663793792825784,-0.7951632272572445,-1.9711839384093046,-2.841822193737443,3,-1.5495763025809908,-0.9512264882332893,5,5,-0.830855883679703,2,-1.02685765142659,-0.7719033159021009,-0.7521758378613592,-0.704483250333654,35311
917,-0.4140106134094937,-1.518466829500598,-0.5056811618720349,-1.398647375015828,-0.5728345802734872,3,1,3,0.1745973434634685,0,0.17174892889511037,-0.7951632272572445,-0.5453331125215508,-1.0260408358133,3,-0.31868326571034533,-0.9512264882332893,5,1,-0.9118906289653891,1,-1.02685765142659,-0.8841936795789638,-0.7521758378613592,-0.704483250333654,135000
918,1.3573854187617134,0.6514792433257054,0.6535448652986187,0.2972258421279894,-0.5728345802734872,2,2,0,0.10619088112951279,0,-0.6485270039384374,1.9891142901805152,1.1641649404119645,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,1,0.506217413534118,1,1.6503069397927341,1.6844483895292726,-0.17753595417213572,2.1943592241765026,238000
919,0.6982613137677759,-0.07183611428306244,-0.4394396746051405,0.8302145675160463,-0.5728345802734872,0,1,2,0.2886081140200613,0,0.6504588581512818,-0.7951632272572445,-0.1931536695452698,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,4,1,0.46570004089127487,2,0.31172464418307205,0.5989748739862656,-0.7521758378613592,0.0655217819581063,176500
920,-0.0020580477882827593,-0.07183611428306244,0.7529070961989605,0.44258640359745943,0.007263593159408327,2,2,2,-0.2951270312296939,0,-0.5864240941970963,1.0037321235152998,0.391273838528883,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,0.6277695314626471,1,0.31172464418307205,-0.009264595930074518,1.6421570108437387,0.6090547459287606,201000
921,-0.12564381747464604,-0.7951514718918303,-2.3604428053450808,0.8786680880058696,-0.5728345802734872,3,1,3,0.4892670701996647,2,0.28301664218167993,1.3314289835923367,1.3031330449377403,0.7897405221108432,3,1.527656289595623,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,-0.7521758378613592,0.3523864018315072,145900
922,-0.20803433059888823,-0.07183611428306244,1.1172352761668802,1.0240286494753397,-0.5728345802734872,2,2,2,0.5895965482894664,0,0.3968719767074721,-0.7951632272572445,-0.3797135906894619,0.7897405221108432,2,-0.31868326571034533,0.6004949339126351,2,1,1.0734606305339207,0,0.31172464418307205,-0.3554932172670681,0.04593511170700675,-0.704483250333654,169990
923,-0.8259631790307046,-0.07183611428306244,0.7197863525655132,0.44258640359745943,-0.5728345802734872,2,2,2,1.246298586695441,0,1.1757459697134591,-0.7951632272572445,0.19329188139627096,0.7897405221108432,2,-0.934129784145668,0.6004949339126351,1,1,0.5872521588198041,1,0.31172464418307205,0.2808188435684877,-0.7521758378613592,0.3372882639434335,193000
924,0.3686992612708071,-0.07183611428306244,0.289216685330699,-0.2357628832600675,0.2945503076214137,3,1,2,1.4332762504082532,4,1.354291835219815,-0.7951632272572445,0.3246452952631001,0.7897405221108432,3,0.29676325272497744,0.6004949339126351,4,1,0.0605263144628443,2,0.31172464418307205,0.6504412906714944,2.3125702084811666,1.2733728130040047,207500
925,-0.4140106134094937,-0.7951514718918303,0.18985445443035723,-0.3811234447295376,-0.5728345802734872,3,2,2,0.15635562017441365,4,-0.09477605874481211,-0.7951632272572445,-0.7414113969894262,0.7897405221108432,0,-0.31868326571034533,-0.9512264882332893,5,1,-0.06102580346568487,1,0.31172464418307205,0.313570199640906,0.6844238713616996,-0.704483250333654,175000
926,0.9454328531405024,1.3747946009344731,1.0509937888999856,0.927121608495693,1.3055785527473174,2,2,2,0.2817674677866657,0,0.1846870350912231,1.817245307622629,1.6343720886019182,0.7897405221108432,0,2.1431028080309455,0.6004949339126351,2,3,0.9924258852482346,0,1.6503069397927341,0.8563069574124095,0.07785954968974139,0.8053305384737192,285000
927,-0.4140106134094937,0.6514792433257054,-0.108232238270668,-0.8172051291379477,1.3166280417650866,3,1,3,-0.5140277106983522,2,-0.16722945344304346,1.2214328347552894,0.8805177133662031,0.7897405221108432,3,1.527656289595623,0.6004949339126351,2,1,-0.4256821572512724,1,0.31172464418307205,0.06091688136796473,-0.7521758378613592,-0.05526332114648355,176000
928,-0.4140106134094937,1.3747946009344731,0.9847523016330911,0.781761047026223,-0.5728345802734872,2,2,2,1.5860506829540877,0,1.6182292016205149,-0.7951632272572445,0.5188199070662388,0.7897405221108432,0,0.29676325272497744,0.6004949339126351,4,1,0.9113911399625485,1,0.31172464418307205,0.2293524268832589,0.86000828026674,1.5753355707654795,236500
929,-0.4140106134094937,0.6514792433257054,0.8522693270993021,0.5879469650669296,1.0017176047586578,3,2,2,-0.2130392764289471,2,-0.43892968356141104,2.0532787103354595,1.3716652608682598,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,3,0.7493216493911763,0,0.31172464418307205,0.7908042452675729,-0.7521758378613592,-0.704483250333654,222000
930,0.12152772189808052,1.3747946009344731,1.1834767634337746,1.072482169965163,-0.5728345802734872,2,2,2,0.9316288599592448,0,0.7850151625908544,-0.7951632272572445,-0.0941626909789638,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,1.1544953758196068,0,1.6503069397927341,0.6410837603650892,0.04593511170700675,-0.43271676834832684,201000
931,-0.0020580477882827593,-0.7951514718918303,-0.20759446917100974,-0.9625656906074178,-0.5728345802734872,3,1,3,-0.3019676774630895,0,-0.6148879278285443,-0.7951632272572445,-1.1240496026014937,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-0.5472342751798016,2,-1.02685765142659,-0.2057727323645844,-0.7521758378613592,-0.704483250333654,117500
932,0.5746755440814125,2.0981099585432412,1.1503560198003273,1.0240286494753397,1.095638261409698,0,2,0,1.9326434254461298,0,1.920980886609553,-0.7951632272572445,0.7415496088404273,0.7897405221108432,0,0.9122097711603002,0.6004949339126351,2,1,1.1139780031767639,0,1.6503069397927341,1.473903957635155,-0.7521758378613592,2.1792610862884287,320000
933,-0.29042484372313043,0.6514792433257054,1.084114532533433,0.927121608495693,0.5873617665923038,2,2,2,1.0091561839377279,0,0.872994284724421,-0.7951632272572445,-0.029437820377917565,0.7897405221108432,2,-0.31868326571034533,-0.9512264882332893,5,1,1.0329432578910778,1,0.31172464418307205,0.4539331542369845,0.7801971853099035,-0.16095028636299968,190000
934,10.008389296807144,0.6514792433257054,-0.373198187338246,1.072482169965163,-0.5728345802734872,3,1,2,-1.0772409172479207,0,2.345350769842051,-0.7951632272572445,1.0537519258572385,0.7897405221108432,2,1.527656289595623,0.6004949339126351,2,1,-0.7498211383940169,1,0.31172464418307205,0.14981341927881442,-0.7521758378613592,-0.704483250333654,242000
935,-0.7435726659064624,-1.518466829500598,-1.4993034708754525,-1.544007936485298,0.023837826686062484,3,2,1,-1.043037686080943,2,-1.0754845084101579,-0.7951632272572445,-1.462903336924618,-1.0260408358133,3,-0.934129784145668,-0.9512264882332893,5,5,-1.0334427468939182,2,0.31172464418307205,0.2574250178024746,-0.7521758378613592,-0.704483250333654,79900
936,-0.12564381747464604,0.6514792433257054,1.0509937888999856,0.8786680880058696,,2,2,2,0.27036639073100643,0,0.09670791295765646,-0.7951632272572445,-0.6005396197989138,0.7897405221108432,2,-0.934129784145668,-0.9512264882332893,5,1,0.9924258852482346,1,0.31172464418307205,0.38375167693894524,-0.7521758378613592,-0.08545959692263101,184900
937,0.2039182350223227,0.6514792433257054,1.1172352761668802,0.9755751289855163,-0.5728345802734872,2,2,2,0.1267128198296995,0,-0.12841513485470524,1.171017933204976,0.8671920047130465,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,2,1,1.0734606305339207,1,0.31172464418307205,1.010706207468096,-0.7521758378613592,0.020227368293885106,253000
938,0.12152772189808052,0.6514792433257054,1.1503560198003273,1.0240286494753397,-0.5728345802734872,2,2,2,0.7606127041243556,0,0.5909435696491632,0.5133326266167973,0.8500589507304166,0.7897405221108432,2,0.29676325272497744,-0.9512264882332893,5,1,1.1139780031767639,1,1.6503069397927341,1.8482051698913642,-0.7521758378613592,0.6543491595929818,239799
939,-0.4140106134094937,0.6514792433257054,-1.0356130600071909,-1.689368497954768,-0.5728345802734872,3,1,3,-0.05798462847198087,0,0.1148212616322143,1.9455741479325175,1.689578595879281,0.7897405221108432,3,2.1431028080309455,2.1522163560585597,4,1,-1.560168591250878,2,-1.02685765142659,-0.5800739446207936,-0.30523370610307426,-0.704483250333654,244400
940,-0.6199868962200992,-0.07183611428306244,0.15673371079690998,-0.4295769652193609,-0.5728345802734872,3,1,3,1.5290452976757911,4,1.462971927267162,-0.7951632272572445,0.40459954718203955,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,1,-0.10154317610852794,2,0.31172464418307205,0.47264821484979497,-0.43293145803401284,-0.704483250333654,150900
941,-0.4140106134094937,0.6514792433257054,0.9185108143661966,0.6848540060465762,1.073539283374159,2,2,2,-0.14919324491725514,0,-0.3638886676239571,1.5835034913439034,1.0366188718746088,0.7897405221108432,2,0.9122097711603002,0.6004949339126351,4,3,0.8303563946768624,1,0.31172464418307205,-0.3882445733394864,-0.7521758378613592,-0.704483250333654,214000
942,-1.1555252315276734,-1.518466829500598,0.18985445443035723,-0.3811234447295376,-0.5728345802734872,3,2,2,0.8723432592698166,4,0.7177370103710681,-0.7951632272572445,-0.1436581802621168,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,6,-0.042304195013870435,3,-2.365439947036252,-2.2129629830885067,1.8097603102530955,-0.704483250333654,150000
943,1.23379964907535,-0.7951514718918303,-0.14135298190411524,-0.8656586496277711,-0.5728345802734872,3,1,3,1.310144618207133,4,1.2145602883017974,-0.7951632272572445,0.22184697136732076,0.7897405221108432,3,0.9122097711603002,-0.9512264882332893,5,1,-0.46619952989411545,2,0.31172464418307205,0.4820057451562002,-0.7521758378613592,-0.704483250333654,143000
944,-0.4140106134094937,-0.07183611428306244,-0.4394396746051405,-1.3017403340361813,2.416052199033146,3,1,3,-0.5436705110430663,2,0.4693253714057034,-0.7951632272572445,-0.3264107560768356,-1.0260408358133,2,0.29676325272497744,0.6004949339126351,2,2,-0.830855883679703,1,0.31172464418307205,0.24338872234286676,-0.7521758378613592,1.0770970204590464,137500
945,1.1514091359511078,-0.7951514718918303,-2.6916502416795534,0.5394934445771061,-0.5728345802734872,3,0,3,0.06970743455140309,4,0.06565645808698589,0.4904167622757458,0.6730173929099078,-1.0260408358133,3,0.29676325272497744,-0.9512264882332893,5,5,-0.6282690204654877,2,0.31172464418307205,-0.07944607322811376,-0.36908258206854355,-0.704483250333654,124900
946,-0.0020580477882827593,-0.7951514718918303,-0.40631893097169325,-1.253286813546358,0.13433271686375686,3,1,3,0.19739949757478706,4,-0.048198876438806236,-0.7951632272572445,-0.7071452890241664,-1.0260408358133,3,-0.31868326571034533,0.6004949339126351,4,1,-0.7903385110368599,1,-1.02685765142659,1.5113340788607756,-0.06580042123256448,-0.704483250333654,143000
